order_id,product_id,quantity,product_name,category,price,customer_id,order_date,region,customer_name,city,signup_date,revenue,order_year,order_month,order_weekday,customer_tenure,order_total,order_quantity,order_size_category,total_spent,order_count,avg_order_value,unique_products,categories_bought,archetype,projected_clv
O0442,P028,5,Product_28,Furniture,59415.0,C086,2025-03-18,North,Customer_86,Bhopal,2024-11-01,297075.0,2025.0,3.0,Tuesday,602,297075.0,5,Large,1207343.0,4,100611.91666666667,10,4,New or Inactive,728920.2033898305
O0807,P022,5,Product_22,Clothing,36255.0,C106,2025-06-10,North,Customer_106,Lucknow,2025-12-07,181275.0,2025.0,6.0,Tuesday,201,235290.0,6,Large,1803384.0,7,112711.5,14,5,High‑Value Regulars,2425420.28
O0711,P016,2,Product_16,Clothing,42253.0,C193,2025-08-17,East,Customer_193,Bangalore,2024-12-23,84506.0,2025.0,8.0,Sunday,550,204558.0,12,,875394.0,4,97266.0,9,4,New or Inactive,728920.2033898305
O0679,P043,1,Product_43,Clothing,52101.0,C062,2025-10-28,South,Customer_62,Hyderabad,2024-09-26,52101.0,2025.0,10.0,Tuesday,638,331929.0,7,Large,2280043.0,8,99132.30434782608,14,5,High‑Value Regulars,2425420.28
O0758,P046,5,Product_46,Home & Kitchen,15077.0,C040,2025-06-27,East,Customer_40,Pune,2025-11-17,75385.0,2025.0,6.0,Friday,221,239495.0,11,,2026075.0,7,92094.31818181818,19,5,High‑Value Regulars,2425420.28
O0857,P032,1,Product_32,Electronics,23678.0,C042,2025-06-03,Central,Customer_42,Bhopal,2025-10-25,23678.0,2025.0,6.0,Tuesday,244,300779.0,10,,860188.0,2,95576.44444444444,7,5,Explorers,1159932.0363636364
O0607,P039,4,Product_39,Clothing,48771.0,C108,2025-11-12,South,Customer_108,Jaipur,2025-02-12,195084.0,2025.0,11.0,Wednesday,499,234321.0,10,,335874.0,3,55979.0,6,4,New or Inactive,728920.2033898305
O0334,P036,1,Product_36,Clothing,52921.0,C038,2025-11-08,North,Customer_38,Ahmedabad,2024-06-15,52921.0,2025.0,11.0,Saturday,741,321576.0,8,Large,516554.0,3,86092.33333333333,4,3,New or Inactive,728920.2033898305
O0842,P029,2,Product_29,Electronics,59411.0,C167,2025-12-01,North,Customer_167,Hyderabad,2025-06-27,118822.0,2025.0,12.0,Monday,364,757321.0,21,,2047108.0,5,102355.4,18,5,Loyal Spenders,2089813.5238095238
O0316,P026,1,Product_26,Home & Kitchen,8852.0,C001,2025-11-02,East,Customer_1,Bhopal,2024-04-24,8852.0,2025.0,11.0,Sunday,793,241044.0,5,Large,862379.0,3,95819.88888888889,9,5,Explorers,1159932.0363636364
O0613,P007,5,Product_7,Furniture,18965.0,C118,2025-09-16,South,Customer_118,Delhi,2025-12-25,94825.0,2025.0,9.0,Tuesday,183,158881.0,9,Large,1144215.0,5,95351.25,10,5,Explorers,1159932.0363636364
O0790,P025,3,Product_25,Sports,10205.0,C186,2025-10-02,South,Customer_186,Jaipur,2025-04-13,30615.0,2025.0,10.0,Thursday,439,110685.0,8,Large,1275812.0,5,75047.76470588235,15,5,Explorers,1159932.0363636364
O0507,P042,1,Product_42,Clothing,17985.0,C018,2025-07-02,East,Customer_18,Indore,2024-12-14,17985.0,2025.0,7.0,Wednesday,559,181803.0,8,Large,1804969.0,5,106174.64705882352,14,4,Occasional Buyers,985968.4242424242
O0093,P014,2,Product_14,Furniture,3389.0,C192,2025-11-07,North,Customer_192,Hyderabad,2024-09-28,6778.0,2025.0,11.0,Friday,636,546445.0,16,,3130191.0,9,104339.7,25,5,High‑Value Regulars,2425420.28
O0909,P038,1,Product_38,Home & Kitchen,2124.0,C152,2025-04-13,Central,Customer_152,Pune,2025-02-14,2124.0,2025.0,4.0,Sunday,497,492271.0,17,,1485822.0,6,92863.875,12,4,New or Inactive,728920.2033898305
O0776,P010,2,Product_10,Furniture,33622.0,C174,2025-11-17,West,Customer_174,Kolkata,2024-09-09,67244.0,2025.0,11.0,Monday,655,736721.0,17,,2306884.0,6,92275.36,22,5,Loyal Spenders,2089813.5238095238
O0464,P035,3,Product_35,Clothing,16014.0,C060,2025-08-18,Central,Customer_60,Bangalore,2024-09-09,48042.0,2025.0,8.0,Monday,655,278668.0,10,,903913.0,3,100434.77777777778,8,4,New or Inactive,728920.2033898305
O0400,P040,5,Product_40,Furniture,51774.0,C118,2025-11-13,East,Customer_118,Delhi,2025-12-25,258870.0,2025.0,11.0,Thursday,183,258870.0,5,Large,1144215.0,5,95351.25,10,5,Explorers,1159932.0363636364
O0458,P013,2,Product_13,Home & Kitchen,54852.0,C040,2025-07-12,South,Customer_40,Pune,2025-11-17,109704.0,2025.0,7.0,Saturday,221,228439.0,6,Large,2026075.0,7,92094.31818181818,19,5,High‑Value Regulars,2425420.28
O0698,P021,3,Product_21,Electronics,58375.0,C140,2025-11-25,Central,Customer_140,Pune,2024-07-13,175125.0,2025.0,11.0,Tuesday,713,362556.0,10,,1330196.0,6,83137.25,14,5,Explorers,1159932.0363636364
O0584,P044,3,Product_44,Electronics,25570.0,C149,2025-10-31,South,Customer_149,Delhi,2024-08-30,76710.0,2025.0,10.0,Friday,665,496226.0,13,,1761303.0,6,92700.15789473684,17,5,Loyal Spenders,2089813.5238095238
O0941,P028,3,Product_28,Furniture,59415.0,C018,2025-06-13,East,Customer_18,Indore,2024-12-14,178245.0,2025.0,6.0,Friday,559,672330.0,17,,1804969.0,5,106174.64705882352,14,4,Occasional Buyers,985968.4242424242
O0092,P038,1,Product_38,Home & Kitchen,2124.0,C043,2025-07-08,Central,Customer_43,Delhi,2025-09-15,2124.0,2025.0,7.0,Tuesday,284,439957.0,10,,2207341.0,6,100333.68181818182,17,5,Loyal Spenders,2089813.5238095238
O0627,P033,4,Product_33,Sports,58442.0,C025,2025-03-07,West,Customer_25,Mumbai,2025-04-15,233768.0,2025.0,3.0,Friday,437,588328.0,17,,1000136.0,3,100013.6,9,4,New or Inactive,728920.2033898305
O0868,P009,3,Product_9,Furniture,13842.0,C126,2025-08-19,South,Customer_126,Bangalore,2025-08-07,41526.0,2025.0,8.0,Tuesday,323,344640.0,9,Large,941869.0,2,156978.16666666666,6,4,Occasional Buyers,985968.4242424242
O0064,P024,5,Product_24,Furniture,38675.0,C198,2025-07-19,Central,Customer_198,Jaipur,2025-09-18,193375.0,2025.0,7.0,Saturday,281,312205.0,7,Large,913956.0,4,101550.66666666667,9,5,Explorers,1159932.0363636364
O0992,P004,1,Product_4,Electronics,58808.0,C056,2025-10-07,West,Customer_56,Pune,2025-11-02,58808.0,2025.0,10.0,Tuesday,236,279592.0,5,Large,600965.0,3,150241.25,4,2,Occasional Buyers,985968.4242424242
O0721,P036,3,Product_36,Clothing,52921.0,C035,2025-04-23,West,Customer_35,Pune,2024-04-13,158763.0,2025.0,4.0,Wednesday,804,401107.0,8,Large,735878.0,4,81764.22222222222,9,4,New or Inactive,728920.2033898305
O0113,P019,1,Product_19,Home & Kitchen,37259.0,C193,2025-05-05,West,Customer_193,Bangalore,2024-12-23,37259.0,2025.0,5.0,Monday,550,37259.0,1,Small,875394.0,4,97266.0,9,4,New or Inactive,728920.2033898305
O0241,P028,5,Product_28,Furniture,59415.0,C061,2025-02-05,East,Customer_61,Lucknow,2025-07-28,297075.0,2025.0,2.0,Wednesday,333,364025.0,8,Large,2046809.0,4,97467.09523809524,16,5,Loyal Spenders,2089813.5238095238
O0404,P041,3,Product_41,Home & Kitchen,53075.0,C080,2025-07-22,East,Customer_80,Ahmedabad,2024-04-24,159225.0,2025.0,7.0,Tuesday,793,396808.0,9,Large,2735809.0,9,130276.61904761905,15,5,High‑Value Regulars,2425420.28
O0729,P025,4,Product_25,Sports,10205.0,C145,2025-02-09,North,Customer_145,Delhi,2025-03-29,40820.0,2025.0,2.0,Sunday,454,363905.0,10,,981068.0,4,98106.8,9,5,Explorers,1159932.0363636364
O0391,P028,5,Product_28,Furniture,59415.0,C181,2025-09-30,South,Customer_181,Pune,2025-11-16,297075.0,2025.0,9.0,Tuesday,222,387909.0,10,,1753310.0,7,87665.5,14,5,Frequent but Low‑Value,1457817.2857142857
O0217,P043,2,Product_43,Clothing,52101.0,C071,2025-02-05,West,Customer_71,Bhopal,2025-03-08,104202.0,2025.0,2.0,Wednesday,475,328971.0,10,,1320433.0,6,94316.64285714286,12,5,Explorers,1159932.0363636364
O0487,P009,2,Product_9,Furniture,13842.0,C066,2025-01-10,South,Customer_66,Pune,2024-05-21,27684.0,2025.0,1.0,Friday,766,391808.0,12,,1332184.0,5,88812.26666666666,13,5,Explorers,1159932.0363636364
O0569,P025,3,Product_25,Sports,10205.0,C148,2025-07-29,North,Customer_148,Hyderabad,2024-01-16,30615.0,2025.0,7.0,Tuesday,892,179253.0,7,Large,966938.0,4,87903.45454545454,9,4,New or Inactive,728920.2033898305
O0861,P027,2,Product_27,Electronics,20702.0,C186,2025-12-19,North,Customer_186,Jaipur,2025-04-13,41404.0,2025.0,12.0,Friday,439,581284.0,19,,1275812.0,5,75047.76470588235,15,5,Explorers,1159932.0363636364
O0296,P043,2,Product_43,Clothing,52101.0,C127,2025-06-05,North,Customer_127,Kolkata,2025-04-29,104202.0,2025.0,6.0,Thursday,423,643767.0,13,,1744922.0,5,134224.76923076922,12,4,Occasional Buyers,985968.4242424242
O0138,P001,1,Product_1,Sports,20120.0,C050,2025-02-21,East,Customer_50,Bhopal,2024-11-28,20120.0,2025.0,2.0,Friday,575,355239.0,9,Large,739630.0,2,123271.66666666667,6,3,Occasional Buyers,985968.4242424242
O0664,P002,2,Product_2,Electronics,58048.0,C072,2025-05-07,Central,Customer_72,Kolkata,2024-03-06,116096.0,2025.0,5.0,Wednesday,842,287627.0,7,Large,1146597.0,6,81899.78571428571,10,5,Explorers,1159932.0363636364
O0739,P032,4,Product_32,Electronics,23678.0,C119,2025-10-14,East,Customer_119,Bhopal,2024-03-01,94712.0,2025.0,10.0,Tuesday,847,326904.0,8,Large,2018284.0,9,80731.36,18,5,High‑Value Regulars,2425420.28
O0999,P009,1,Product_9,Furniture,13842.0,C110,2025-11-20,South,Customer_110,Ahmedabad,2025-03-24,13842.0,2025.0,11.0,Thursday,459,108667.0,6,Large,599365.0,4,74920.625,8,4,New or Inactive,728920.2033898305
O0141,P042,4,Product_42,Clothing,17985.0,C071,2025-03-06,North,Customer_71,Bhopal,2025-03-08,71940.0,2025.0,3.0,Thursday,475,195465.0,7,Large,1320433.0,6,94316.64285714286,12,5,Explorers,1159932.0363636364
O0881,P030,5,Product_30,Furniture,14267.0,C105,2025-09-20,North,Customer_105,Pune,2025-07-06,71335.0,2025.0,9.0,Saturday,355,103396.0,8,Large,1223584.0,7,94121.84615384616,12,5,Frequent but Low‑Value,1457817.2857142857
O0953,P028,5,Product_28,Furniture,59415.0,C055,2025-12-27,South,Customer_55,Kolkata,2024-11-18,297075.0,2025.0,12.0,Saturday,585,532665.0,18,,870455.0,3,124350.71428571429,6,5,Explorers,1159932.0363636364
O0185,P030,5,Product_30,Furniture,14267.0,C011,2025-10-23,South,Customer_11,Mumbai,2025-07-28,71335.0,2025.0,10.0,Thursday,333,616729.0,18,,735559.0,2,122593.16666666667,5,3,Occasional Buyers,985968.4242424242
O0435,P036,4,Product_36,Clothing,52921.0,C073,2025-07-10,West,Customer_73,Indore,2025-01-25,211684.0,2025.0,7.0,Thursday,517,228629.0,9,Large,326272.0,2,81568.0,4,3,New or Inactive,728920.2033898305
O0394,P023,2,Product_23,Electronics,55196.0,C005,2025-08-12,West,Customer_5,Bhopal,2025-07-12,110392.0,2025.0,8.0,Tuesday,349,337464.0,6,Large,1141341.0,4,142667.625,6,3,Occasional Buyers,985968.4242424242
O0191,P028,5,Product_28,Furniture,59415.0,C027,2025-12-10,South,Customer_27,Indore,2024-03-21,297075.0,2025.0,12.0,Wednesday,827,622245.0,15,,2543536.0,6,141307.55555555556,16,5,Loyal Spenders,2089813.5238095238
O0008,P037,4,Product_37,Clothing,58264.0,C010,2025-05-16,North,Customer_10,Hyderabad,2025-09-08,233056.0,2025.0,5.0,Friday,291,233056.0,4,Medium,1674314.0,6,128793.38461538461,12,5,Explorers,1159932.0363636364
O0868,P047,2,Product_47,Clothing,54015.0,C126,2025-08-19,South,Customer_126,Bangalore,2025-08-07,108030.0,2025.0,8.0,Tuesday,323,344640.0,9,Large,941869.0,2,156978.16666666666,6,4,Occasional Buyers,985968.4242424242
O0730,P033,3,Product_33,Sports,58442.0,C141,2025-02-01,Central,Customer_141,Hyderabad,2025-04-04,175326.0,2025.0,2.0,Saturday,448,331742.0,8,Large,886077.0,5,68159.76923076923,11,5,Explorers,1159932.0363636364
O0421,P035,5,Product_35,Clothing,16014.0,C119,2025-06-08,West,Customer_119,Bhopal,2024-03-01,80070.0,2025.0,6.0,Sunday,847,80070.0,5,Large,2018284.0,9,80731.36,18,5,High‑Value Regulars,2425420.28
O0376,P003,1,Product_3,Clothing,17832.0,C013,2025-11-13,North,Customer_13,Lucknow,2025-07-12,17832.0,2025.0,11.0,Thursday,349,348679.0,12,,1771147.0,5,93218.26315789473,15,5,Loyal Spenders,2089813.5238095238
O0582,P031,3,Product_31,Clothing,44208.0,C137,2025-11-11,North,Customer_137,Mumbai,2025-02-16,132624.0,2025.0,11.0,Tuesday,495,380234.0,8,Large,2189657.0,6,109482.85,20,5,Loyal Spenders,2089813.5238095238
O0116,P038,4,Product_38,Home & Kitchen,2124.0,C047,2025-06-16,West,Customer_47,Indore,2024-10-03,8496.0,2025.0,6.0,Monday,631,462789.0,21,,2137516.0,6,118750.88888888889,16,4,Loyal Spenders,2089813.5238095238
O0985,P045,1,Product_45,Electronics,56768.0,C138,2025-04-26,East,Customer_138,Lucknow,2024-12-13,56768.0,2025.0,4.0,Saturday,560,174384.0,3,Medium,1548939.0,5,110638.5,10,3,Occasional Buyers,985968.4242424242
O0146,P047,5,Product_47,Clothing,54015.0,C088,2025-08-14,South,Customer_88,Kolkata,2024-07-22,270075.0,2025.0,8.0,Thursday,704,471000.0,10,,715433.0,4,102204.71428571429,7,3,New or Inactive,728920.2033898305
O0880,P049,3,Product_49,Furniture,54274.0,C143,2025-08-18,Central,Customer_143,Bangalore,2024-10-12,162822.0,2025.0,8.0,Monday,622,279350.0,5,Large,964378.0,3,107153.11111111111,8,5,Explorers,1159932.0363636364
O0477,P034,1,Product_34,Home & Kitchen,41175.0,C116,2025-04-24,East,Customer_116,Pune,2025-08-25,41175.0,2025.0,4.0,Thursday,305,41175.0,1,Small,1392136.0,6,99438.28571428571,12,5,Explorers,1159932.0363636364
O0536,P040,1,Product_40,Furniture,51774.0,C164,2025-05-21,North,Customer_164,Mumbai,2024-11-17,51774.0,2025.0,5.0,Wednesday,586,991766.0,18,,3230728.0,7,119656.5925925926,21,5,High‑Value Regulars,2425420.28
O0252,P031,1,Product_31,Clothing,44208.0,C062,2025-12-16,West,Customer_62,Hyderabad,2024-09-26,44208.0,2025.0,12.0,Tuesday,638,230787.0,7,Large,2280043.0,8,99132.30434782608,14,5,High‑Value Regulars,2425420.28
O0701,P041,5,Product_41,Home & Kitchen,53075.0,C085,2025-02-27,South,Customer_85,Hyderabad,2024-04-18,265375.0,2025.0,2.0,Thursday,799,428837.0,15,,2036339.0,8,119784.64705882352,14,5,High‑Value Regulars,2425420.28
O0818,P038,3,Product_38,Home & Kitchen,2124.0,C036,2025-03-28,Central,Customer_36,Indore,2024-10-11,6372.0,2025.0,3.0,Friday,623,192667.0,8,Large,3480698.0,10,91597.31578947368,23,5,High‑Value Regulars,2425420.28
O0628,P004,3,Product_4,Electronics,58808.0,C087,2025-07-11,Central,Customer_87,Bhopal,2025-06-03,176424.0,2025.0,7.0,Friday,388,288201.0,6,Large,1958833.0,5,130588.86666666667,12,4,Loyal Spenders,2089813.5238095238
O0548,P050,1,Product_50,Clothing,15109.0,C167,2025-06-10,East,Customer_167,Hyderabad,2025-06-27,15109.0,2025.0,6.0,Tuesday,364,264601.0,9,Large,2047108.0,5,102355.4,18,5,Loyal Spenders,2089813.5238095238
O0481,P030,5,Product_30,Furniture,14267.0,C058,2025-07-11,North,Customer_58,Bhopal,2025-04-14,71335.0,2025.0,7.0,Friday,438,130833.0,9,Large,284632.0,3,47438.666666666664,5,3,New or Inactive,728920.2033898305
O0928,P031,5,Product_31,Clothing,44208.0,C026,2025-01-06,East,Customer_26,Hyderabad,2024-05-07,221040.0,2025.0,1.0,Monday,780,404310.0,10,,1804716.0,6,128908.28571428571,11,4,Loyal Spenders,2089813.5238095238
O0752,P022,4,Product_22,Clothing,36255.0,C046,2025-03-02,Central,Customer_46,Bangalore,2025-04-18,145020.0,2025.0,3.0,Sunday,434,272870.0,9,Large,1212669.0,5,86619.21428571429,13,4,New or Inactive,728920.2033898305
O0362,P019,3,Product_19,Home & Kitchen,37259.0,C173,2025-11-11,Central,Customer_173,Indore,2024-05-02,111777.0,2025.0,11.0,Tuesday,785,469217.0,11,,1013551.0,4,92141.0,10,5,Explorers,1159932.0363636364
O0172,P003,5,Product_3,Clothing,17832.0,C166,2025-04-26,South,Customer_166,Kolkata,2025-05-03,89160.0,2025.0,4.0,Saturday,419,258926.0,12,,2093204.0,7,80507.84615384616,21,5,High‑Value Regulars,2425420.28
O0768,P020,5,Product_20,Electronics,7831.0,C129,2025-03-13,East,Customer_129,Indore,2024-07-13,39155.0,2025.0,3.0,Thursday,713,84482.0,8,Large,1970024.0,7,103685.47368421052,16,4,Loyal Spenders,2089813.5238095238
O0267,P004,4,Product_4,Electronics,58808.0,C191,2025-11-07,West,Customer_191,Hyderabad,2024-08-06,235232.0,2025.0,11.0,Friday,689,476987.0,21,,1863042.0,5,103502.33333333333,14,4,Occasional Buyers,985968.4242424242
O0593,P011,5,Product_11,Home & Kitchen,36654.0,C078,2025-11-25,West,Customer_78,Bhopal,2025-07-03,183270.0,2025.0,11.0,Tuesday,358,372105.0,13,,1620187.0,6,101261.6875,15,4,New or Inactive,728920.2033898305
O0053,P043,3,Product_43,Clothing,52101.0,C071,2025-11-23,Central,Customer_71,Bhopal,2025-03-08,156303.0,2025.0,11.0,Sunday,475,156303.0,3,Medium,1320433.0,6,94316.64285714286,12,5,Explorers,1159932.0363636364
O0829,P048,5,Product_48,Home & Kitchen,23415.0,C002,2025-01-09,Central,Customer_2,Mumbai,2024-10-08,117075.0,2025.0,1.0,Thursday,626,484629.0,14,,1104691.0,2,100426.45454545454,9,3,New or Inactive,728920.2033898305
O0028,P019,4,Product_19,Home & Kitchen,37259.0,C149,2025-08-09,Central,Customer_149,Delhi,2024-08-30,149036.0,2025.0,8.0,Saturday,665,367175.0,10,,1761303.0,6,92700.15789473684,17,5,Loyal Spenders,2089813.5238095238
O0085,P009,5,Product_9,Furniture,13842.0,C090,2025-01-27,South,Customer_90,Bangalore,2025-07-06,69210.0,2025.0,1.0,Monday,355,146560.0,7,Large,1408452.0,6,93896.8,14,5,Explorers,1159932.0363636364
O0079,P018,3,Product_18,Home & Kitchen,36654.0,C098,2025-05-14,East,Customer_98,Delhi,2025-05-12,109962.0,2025.0,5.0,Wednesday,410,374448.0,11,,1507433.0,7,94214.5625,14,5,Frequent but Low‑Value,1457817.2857142857
O0136,P040,3,Product_40,Furniture,51774.0,C186,2025-05-22,Central,Customer_186,Jaipur,2025-04-13,155322.0,2025.0,5.0,Thursday,439,405017.0,14,,1275812.0,5,75047.76470588235,15,5,Explorers,1159932.0363636364
O0282,P017,1,Product_17,Furniture,11089.0,C194,2025-03-14,South,Customer_194,Delhi,2024-09-07,11089.0,2025.0,3.0,Friday,657,157705.0,5,Large,2549645.0,7,121411.66666666667,20,5,High‑Value Regulars,2425420.28
O0760,P008,5,Product_8,Sports,14303.0,C170,2025-01-17,West,Customer_170,Bangalore,2024-03-11,71515.0,2025.0,1.0,Friday,837,154323.0,9,Large,1336482.0,9,89098.8,13,5,Frequent but Low‑Value,1457817.2857142857
O0179,P038,2,Product_38,Home & Kitchen,2124.0,C139,2025-09-14,West,Customer_139,Delhi,2024-09-11,4248.0,2025.0,9.0,Sunday,653,90395.0,9,Large,291790.0,3,48631.666666666664,6,4,New or Inactive,728920.2033898305
O0675,P029,3,Product_29,Electronics,59411.0,C066,2025-12-02,West,Customer_66,Pune,2024-05-21,178233.0,2025.0,12.0,Tuesday,766,323472.0,10,,1332184.0,5,88812.26666666666,13,5,Explorers,1159932.0363636364
O0828,P012,3,Product_12,Electronics,6548.0,C169,2025-09-05,West,Customer_169,Hyderabad,2024-03-23,19644.0,2025.0,9.0,Friday,825,856918.0,21,,2814919.0,6,148153.63157894736,18,5,Loyal Spenders,2089813.5238095238
O0802,P045,2,Product_45,Electronics,56768.0,C167,2025-10-01,East,Customer_167,Hyderabad,2025-06-27,113536.0,2025.0,10.0,Wednesday,364,285120.0,5,Large,2047108.0,5,102355.4,18,5,Loyal Spenders,2089813.5238095238
O0497,P012,5,Product_12,Electronics,6548.0,C110,2025-05-30,North,Customer_110,Ahmedabad,2025-03-24,32740.0,2025.0,5.0,Friday,459,336903.0,14,,599365.0,4,74920.625,8,4,New or Inactive,728920.2033898305
O0883,P003,3,Product_3,Clothing,17832.0,C024,2025-10-11,Central,Customer_24,Kolkata,2024-09-27,53496.0,2025.0,10.0,Saturday,637,482010.0,12,,1813274.0,6,106663.17647058824,13,5,Loyal Spenders,2089813.5238095238
O0087,P010,5,Product_10,Furniture,33622.0,C064,2025-01-16,South,Customer_64,Indore,2025-08-20,168110.0,2025.0,1.0,Thursday,310,366035.0,13,,903815.0,4,90381.5,9,4,New or Inactive,728920.2033898305
O0957,P010,4,Product_10,Furniture,33622.0,C118,2025-04-11,North,Customer_118,Delhi,2025-12-25,134488.0,2025.0,4.0,Friday,183,179719.0,7,Large,1144215.0,5,95351.25,10,5,Explorers,1159932.0363636364
O0771,P027,4,Product_27,Electronics,20702.0,C083,2025-12-11,South,Customer_83,Mumbai,2024-09-26,82808.0,2025.0,12.0,Thursday,638,408664.0,16,,1801288.0,7,94804.63157894737,15,5,High‑Value Regulars,2425420.28
O0244,P043,4,Product_43,Clothing,52101.0,C043,2025-08-16,East,Customer_43,Delhi,2025-09-15,208404.0,2025.0,8.0,Saturday,284,505571.0,12,,2207341.0,6,100333.68181818182,17,5,Loyal Spenders,2089813.5238095238
O0744,P041,2,Product_41,Home & Kitchen,53075.0,C016,2025-10-05,North,Customer_16,Jaipur,2024-01-07,106150.0,2025.0,10.0,Sunday,901,899349.0,25,,2240996.0,6,86192.15384615384,20,5,Loyal Spenders,2089813.5238095238
O0216,P037,3,Product_37,Clothing,58264.0,C131,2025-11-03,South,Customer_131,Bhopal,2025-03-17,174792.0,2025.0,11.0,Monday,466,425610.0,9,Large,1439204.0,5,119933.66666666667,11,5,Explorers,1159932.0363636364
O0056,P042,3,Product_42,Clothing,17985.0,C061,2025-05-27,East,Customer_61,Lucknow,2025-07-28,53955.0,2025.0,5.0,Tuesday,333,819353.0,28,,2046809.0,4,97467.09523809524,16,5,Loyal Spenders,2089813.5238095238
O0774,P008,1,Product_8,Sports,14303.0,C016,2025-05-21,Central,Customer_16,Jaipur,2024-01-07,14303.0,2025.0,5.0,Wednesday,901,66163.0,12,,2240996.0,6,86192.15384615384,20,5,Loyal Spenders,2089813.5238095238
O0172,P030,4,Product_30,Furniture,14267.0,C166,2025-04-26,South,Customer_166,Kolkata,2025-05-03,57068.0,2025.0,4.0,Saturday,419,258926.0,12,,2093204.0,7,80507.84615384616,21,5,High‑Value Regulars,2425420.28
O0488,P020,4,Product_20,Electronics,7831.0,C141,2025-03-18,Central,Customer_141,Hyderabad,2025-04-04,31324.0,2025.0,3.0,Tuesday,448,284833.0,9,Large,886077.0,5,68159.76923076923,11,5,Explorers,1159932.0363636364
O0765,P049,5,Product_49,Furniture,54274.0,C190,2025-05-06,North,Customer_190,Delhi,2024-03-16,271370.0,2025.0,5.0,Tuesday,832,366082.0,9,Large,1669156.0,6,111277.06666666667,13,4,Occasional Buyers,985968.4242424242
O0240,P025,4,Product_25,Sports,10205.0,C010,2025-10-05,Central,Customer_10,Hyderabad,2025-09-08,40820.0,2025.0,10.0,Sunday,291,210164.0,9,Large,1674314.0,6,128793.38461538461,12,5,Explorers,1159932.0363636364
O0486,P017,2,Product_17,Furniture,11089.0,C002,2025-11-12,North,Customer_2,Mumbai,2024-10-08,22178.0,2025.0,11.0,Wednesday,626,620062.0,19,,1104691.0,2,100426.45454545454,9,3,New or Inactive,728920.2033898305
O0544,P028,1,Product_28,Furniture,59415.0,C040,2025-11-06,West,Customer_40,Pune,2025-11-17,59415.0,2025.0,11.0,Thursday,221,357366.0,10,,2026075.0,7,92094.31818181818,19,5,High‑Value Regulars,2425420.28
O0296,P029,4,Product_29,Electronics,59411.0,C127,2025-06-05,North,Customer_127,Kolkata,2025-04-29,237644.0,2025.0,6.0,Thursday,423,643767.0,13,,1744922.0,5,134224.76923076922,12,4,Occasional Buyers,985968.4242424242
O0695,P021,5,Product_21,Electronics,58375.0,C003,2025-01-20,East,Customer_3,Pune,2024-08-16,291875.0,2025.0,1.0,Monday,679,497546.0,9,Large,582247.0,2,83178.14285714286,7,4,New or Inactive,728920.2033898305
O0700,P003,1,Product_3,Clothing,17832.0,C070,2025-08-28,South,Customer_70,Bhopal,2024-06-12,17832.0,2025.0,8.0,Thursday,744,353802.0,7,Large,942918.0,4,85719.81818181818,10,5,Explorers,1159932.0363636364
O0940,P035,3,Product_35,Clothing,16014.0,C113,2025-02-19,West,Customer_113,Pune,2024-03-06,48042.0,2025.0,2.0,Wednesday,842,181703.0,6,Large,1185938.0,7,84709.85714285714,13,5,Frequent but Low‑Value,1457817.2857142857
O0980,P028,5,Product_28,Furniture,59415.0,C126,2025-12-17,West,Customer_126,Bangalore,2025-08-07,297075.0,2025.0,12.0,Wednesday,323,597229.0,12,,941869.0,2,156978.16666666666,6,4,Occasional Buyers,985968.4242424242
O0941,P042,3,Product_42,Clothing,17985.0,C018,2025-06-13,East,Customer_18,Indore,2024-12-14,53955.0,2025.0,6.0,Friday,559,672330.0,17,,1804969.0,5,106174.64705882352,14,4,Occasional Buyers,985968.4242424242
O0344,P018,3,Product_18,Home & Kitchen,36654.0,C103,2025-08-21,West,Customer_103,Jaipur,2025-06-24,109962.0,2025.0,8.0,Thursday,367,533982.0,11,,2099535.0,5,110501.84210526316,16,4,Occasional Buyers,985968.4242424242
O0822,P007,3,Product_7,Furniture,18965.0,C106,2025-01-04,South,Customer_106,Lucknow,2025-12-07,56895.0,2025.0,1.0,Saturday,201,527611.0,11,,1803384.0,7,112711.5,14,5,High‑Value Regulars,2425420.28
O0671,P038,4,Product_38,Home & Kitchen,2124.0,C140,2025-12-13,West,Customer_140,Pune,2024-07-13,8496.0,2025.0,12.0,Saturday,713,234557.0,14,,1330196.0,6,83137.25,14,5,Explorers,1159932.0363636364
O0473,P050,2,Product_50,Clothing,15109.0,C133,2025-12-31,North,Customer_133,Indore,2025-04-23,30218.0,2025.0,12.0,Wednesday,429,311019.0,16,,1578750.0,6,87708.33333333333,15,5,Explorers,1159932.0363636364
O0752,P044,5,Product_44,Electronics,25570.0,C046,2025-03-02,Central,Customer_46,Bangalore,2025-04-18,127850.0,2025.0,3.0,Sunday,434,272870.0,9,Large,1212669.0,5,86619.21428571429,13,4,New or Inactive,728920.2033898305
O0789,P013,5,Product_13,Home & Kitchen,54852.0,C095,2025-08-19,North,Customer_95,Jaipur,2024-09-02,274260.0,2025.0,8.0,Tuesday,662,700985.0,16,,1297536.0,5,92681.14285714286,12,5,Explorers,1159932.0363636364
O0346,P044,2,Product_44,Electronics,25570.0,C171,2025-06-10,East,Customer_171,Kolkata,2024-03-10,51140.0,2025.0,6.0,Tuesday,838,375892.0,11,,1347584.0,4,122507.63636363637,11,5,Explorers,1159932.0363636364
